Gene	ensembl_id
RAPGEF6	ENSG00000158987
TCTE1	ENSG00000146221
RTKN2	ENSG00000182010
SHISA3	ENSG00000178343
NRGN	ENSG00000154146
CHRM4	ENSG00000180720
CREB3L1	ENSG00000157613
DGKZ	ENSG00000149091
HARBI1	ENSG00000180423
MDK	ENSG00000110492
CACNA2D4	ENSG00000151062
TMEM180	ENSG00000138111
WBP1L	ENSG00000166272
TSPAN18	ENSG00000157570
BAG4	ENSG00000156735
LETM2	ENSG00000165046
LSM1	ENSG00000175324
PPAPDC1B	ENSG00000147535
PROSC	ENSG00000147471
GTDC1	ENSG00000121964
TTLL11	ENSG00000175764
HHAT	ENSG00000054392
LBX1	ENSG00000138136
KAZALD1	ENSG00000107821
PAX2	ENSG00000075891
HPN	ENSG00000105707
AGAP1	ENSG00000157985
ECEL1	ENSG00000171551
HJURP	ENSG00000123485
PPP1R12B	ENSG00000077157
RNPEP	ENSG00000176393
TIMM17A	ENSG00000134375
CASR	ENSG00000036828
CCDC58	ENSG00000160124
CSTA	ENSG00000121552
DIRC2	ENSG00000138463
DTX3L	ENSG00000163840
FAM162A	ENSG00000114023
KPNA1	ENSG00000114030
PARP14	ENSG00000173193
PARP15	ENSG00000173200
PARP9	ENSG00000138496
WDR5B	ENSG00000196981
C19orf40	ENSG00000131944
DGUOK	ENSG00000114956
ARPC1A	ENSG00000241685
ATP5J2	ENSG00000241468
ATP5J2-PTCD1	ENSG00000248919
BMF	ENSG00000104081
CPSF4	ENSG00000160917
CYP3A43	ENSG00000021461
CYP3A5	ENSG00000106258
FAM200A	ENSG00000221909
PDAP1	ENSG00000106244
PTCD1	ENSG00000106246
ZKSCAN5	ENSG00000196652
ZNF655	ENSG00000197343
AP4M1	ENSG00000221838
BUD31	ENSG00000106245
CRX	ENSG00000105392
GATS	ENSG00000239521
GJC3	ENSG00000176402
GPC2	ENSG00000213420
MCM7	ENSG00000166508
PILRA	ENSG00000085514
PVRIG	ENSG00000213413
SPDYE3	ENSG00000214300
SULT2A1	ENSG00000105398
TRIM4	ENSG00000146833
TSC22D4	ENSG00000166925
ZNF3	ENSG00000166526
ZNF394	ENSG00000160908
ZNF789	ENSG00000198556
TRPM6	ENSG00000119121
BIRC3	ENSG00000023445
MMP3	ENSG00000149968
ALKBH8	ENSG00000137760
C11orf70	ENSG00000137691
CARD16	ENSG00000204397
CASP1	ENSG00000137752
CASP12	ENSG00000204403
CASP4	ENSG00000196954
CASP5	ENSG00000137757
CWF19L2	ENSG00000152404
DCUN1D5	ENSG00000137692
DYNC2H1	ENSG00000187240
ELMOD1	ENSG00000110675
GUCY1A2	ENSG00000152402
MAML2	ENSG00000184384
MMP1	ENSG00000196611
MMP12	ENSG00000262406
MMP13	ENSG00000137745
MMP20	ENSG00000137674
MMP8	ENSG00000118113
PDGFD	ENSG00000170962
PGR	ENSG00000082175
TMEM133	ENSG00000170647
ANKRD30A	ENSG00000148513
ACADL	ENSG00000115361
ACADM	ENSG00000117054
ASB17	ENSG00000154007
CCDC111	ENSG00000164306
ETFDH	ENSG00000171503
MSH4	ENSG00000057468
MYL1	ENSG00000168530
P2RX7	ENSG00000089041
PLA2G1B	ENSG00000170890
PPID	ENSG00000171497
RABGGTB	ENSG00000137955
RPE	ENSG00000197713
SPTLC3	ENSG00000172296
SYNE2	ENSG00000054654
C12orf4	ENSG00000047621
GALNT8	ENSG00000130035
RAD51AP1	ENSG00000111247
TBX3	ENSG00000135111
ARSK	ENSG00000164291
C5orf27	ENSG00000236882
ELL2	ENSG00000118985
RHOBTB3	ENSG00000164292
SPATA9	ENSG00000145757
TTC37	ENSG00000198677
RREB1	ENSG00000124782
DEFB131	ENSG00000186146
DRD5	ENSG00000169676
MEPE	ENSG00000152595
STAC3	ENSG00000185482
ZNF518B	ENSG00000178163
AC129492.6	ENSG00000275011
DNAH2	ENSG00000183914
FAM117A	ENSG00000121104
GUCY2D	ENSG00000132518
PRMT6	ENSG00000198890
SLC35B1	ENSG00000121073
SPOP	ENSG00000121067
TMEM102	ENSG00000181284
TP53	ENSG00000141510
WRAP53	ENSG00000141499
AP4E1	ENSG00000081014
CEP152	ENSG00000103995
CTXN2	ENSG00000233932
LYSMD2	ENSG00000140280
SORD	ENSG00000140263
TMOD2	ENSG00000128872
USP50	ENSG00000170236
CBFA2T3	ENSG00000129993
CYP2A6	ENSG00000255974
RGS6	ENSG00000182732
ICAM1	ENSG00000090339
ICAM4	ENSG00000105371
ICAM5	ENSG00000105376
KAT5	ENSG00000172977
MRPL4	ENSG00000105364
RELA	ENSG00000173039
RNASEH2C	ENSG00000172922
S1PR2	ENSG00000267534
LEPROT	ENSG00000213625
CORIN	ENSG00000145244
NFXL1	ENSG00000170448
ATP10D	ENSG00000145246
SLC17A8	ENSG00000179520
KCTD1	ENSG00000134504
BAZ2B	ENSG00000123636
WDSUB1	ENSG00000196151
ABHD6	ENSG00000163686
C3orf67	ENSG00000163689
CDHR5	ENSG00000099834
CHID1	ENSG00000177830
METTL2B	ENSG00000165055
PDHB	ENSG00000168291
PNPLA2	ENSG00000177666
PXK	ENSG00000168297
RPP14	ENSG00000163684
SCT	ENSG00000070031
LRRC18	ENSG00000165383
PERP	ENSG00000112378
PRDM1	ENSG00000057657
RASGRP3	ENSG00000152689
SLC15A4	ENSG00000139370
DRAM1	ENSG00000136048
GPR19	ENSG00000183150
TAF11	ENSG00000064995
TET3	ENSG00000187605
GLS	ENSG00000115419
ATP10B	ENSG00000118322
C8orf49	ENSG00000255394
GATA4	ENSG00000136574
PINX1	ENSG00000254093
SLU7	ENSG00000164609
SOX7	ENSG00000171056
TGS1	ENSG00000137574
LRRC34	ENSG00000171757
LRRIQ4	ENSG00000188306
MYNN	ENSG00000085274
SEC62	ENSG00000008952
ZNF257	ENSG00000197134
ZNF676	ENSG00000196109
CEP290	ENSG00000198707
DMRT1	ENSG00000137090
TMTC3	ENSG00000139324
FBN1	ENSG00000166147
PDE8B	ENSG00000113231
COPS2	ENSG00000166200
DET1	ENSG00000140543
DIO1	ENSG00000211452
DTWD1	ENSG00000104047
FGF7	ENSG00000140285
GALK2	ENSG00000156958
LDLRAD1	ENSG00000203985
LHX3	ENSG00000107187
LRRC42	ENSG00000116212
MFAP3L	ENSG00000198948
NFIA	ENSG00000162599
PDE10A	ENSG00000112541
RPL37A	ENSG00000197756
SECISBP2L	ENSG00000138593
SOX9	ENSG00000125398
TMEM63B	ENSG00000137216
UBR4	ENSG00000127481
XPO5	ENSG00000124571
CAPZB	ENSG00000077549
PQLC2	ENSG00000040487
ANKDD1B	ENSG00000189045
ANKRD31	ENSG00000145700
ENC1	ENSG00000171617
HERPUD1	ENSG00000051108
HEXB	ENSG00000049860
POC5	ENSG00000152359
SLC7A6	ENSG00000103064
SMPD3	ENSG00000103056
DSCAML1	ENSG00000177103
IL10RA	ENSG00000110324
TMPRSS4	ENSG00000137648
FRMD5	ENSG00000171877
ALB	ENSG00000163631
B3GNT3	ENSG00000179913
BACE2	ENSG00000182240
CASC4	ENSG00000166734
CATSPER2	ENSG00000166762
CKMT1A	ENSG00000223572
CKMT1B	ENSG00000237289
FUT3	ENSG00000171124
MFAP1	ENSG00000140259
MX1	ENSG00000157601
NRTN	ENSG00000171119
PDIA3	ENSG00000167004
RASSF6	ENSG00000169435
SERF2	ENSG00000140264
SERINC4	ENSG00000184716
WDR76	ENSG00000092470
BAX	ENSG00000087088
CA11	ENSG00000063180
DBP	ENSG00000105516
FAM83E	ENSG00000105523
JAK3	ENSG00000105639
RPL18	ENSG00000063177
SPHK2	ENSG00000063176
CABP7	ENSG00000100314
CBX3	ENSG00000122565
CCR7	ENSG00000126353
CLEC1A	ENSG00000150048
CLEC1B	ENSG00000165682
CTRB1	ENSG00000168925
CTRB2	ENSG00000168928
HOXA3	ENSG00000105997
HOXA7	ENSG00000122592
HOXA9	ENSG00000078399
KRT222	ENSG00000213424
KRT23	ENSG00000108244
KRT24	ENSG00000167916
KRT31	ENSG00000094796
KRTAP1-4	ENSG00000204887
KRTAP2-1	ENSG00000212725
NF2	ENSG00000186575
OLR1	ENSG00000173391
RNLS	ENSG00000184719
SKAP2	ENSG00000005020
SMARCE1	ENSG00000073584
SNX10	ENSG00000086300
TMEM99	ENSG00000167920
IGF2	ENSG00000167244
INS	ENSG00000254647
INS-IGF2	ENSG00000129965
RBM17	ENSG00000134453
CCNE2	ENSG00000175305
INTS8	ENSG00000164941
KIAA1429	ENSG00000164944
TP53INP1	ENSG00000164938
ZFAND6	ENSG00000086666
HDDC3	ENSG00000184508
MAN2A2	ENSG00000196547
PRC1	ENSG00000198901
RCCD1	ENSG00000166965
UNC45A	ENSG00000140553
VPS33B	ENSG00000184056
ANPEP	ENSG00000166825
AP3S2	ENSG00000157823
C15orf38	ENSG00000242498
C15orf38-AP3S2	ENSG00000250021
HMG20A	ENSG00000140382
PEAK1	ENSG00000173517
FITM2	ENSG00000197296
GDAP1L1	ENSG00000124194
PEPD	ENSG00000124299
PIM1	ENSG00000137193
PRICKLE2	ENSG00000163637
PSMD6	ENSG00000163636
R3HDML	ENSG00000101074
ZFAND3	ENSG00000156639
CRIPAK	ENSG00000179979
UBE2E1	ENSG00000170142
UBE2E2	ENSG00000182247
LAMA1	ENSG00000101680
GRK5	ENSG00000198873
ACMSD	ENSG00000153086
CCNT2	ENSG00000082258
TMEM163	ENSG00000152128
OTUD3	ENSG00000169914
CXCR1	ENSG00000163464
CXCR2	ENSG00000180871
LAMB4	ENSG00000091128
RNF145	ENSG00000145860
RUFY4	ENSG00000188282
C1orf86	ENSG00000162585
CEP57	ENSG00000166037
COG5	ENSG00000164597
DLD	ENSG00000091140
HIRIP3	ENSG00000149929
LAMB1	ENSG00000091136
NRCAM	ENSG00000091129
SLC26A3	ENSG00000091138
SLC26A4	ENSG00000091137
PTGIR	ENSG00000160013
SLC39A11	ENSG00000133195
ADH7	ENSG00000196344
A1CF	ENSG00000148584
HLF	ENSG00000108924
PDZK1	ENSG00000174827
ACVR2A	ENSG00000121989
ANKRD35	ENSG00000198483
ASAH2B	ENSG00000204147
CAD	ENSG00000084774
CD160	ENSG00000117281
CHD1L	ENSG00000131778
DNAJC5G	ENSG00000163793
GPR89A	ENSG00000117262
INHBE	ENSG00000139269
MAP3K11	ENSG00000173327
MBD5	ENSG00000204406
MPV17	ENSG00000115204
NUDT17	ENSG00000186364
ORC4	ENSG00000115947
PCNXL3	ENSG00000197136
PIAS3	ENSG00000131788
POLR3C	ENSG00000186141
RNF115	ENSG00000265491
SIPA1	ENSG00000213445
SLC30A3	ENSG00000115194
TCF23	ENSG00000163792
TMEM171	ENSG00000157111
TMEM214	ENSG00000119777
TRIM54	ENSG00000138100
AGXT2	ENSG00000113492
RHOF	ENSG00000139725
SACM1L	ENSG00000211456
SLC6A20	ENSG00000163817
TMEM120B	ENSG00000188735
VPS33A	ENSG00000139719
BCL7A	ENSG00000110987
BRIX1	ENSG00000113460
DNAJC21	ENSG00000168724
HPD	ENSG00000158104
PRKCA	ENSG00000154229
PRLR	ENSG00000113494
PSMD9	ENSG00000110801
RAD1	ENSG00000113456
SETD1B	ENSG00000139718
SYT6	ENSG00000134207
TTC23L	ENSG00000205838
ZNF175	ENSG00000105497
ZNF507	ENSG00000168813
ENTHD1	ENSG00000176177
TNRC6B	ENSG00000100354
RSPH9	ENSG00000172426
C1orf185	ENSG00000204006
CRIM1	ENSG00000150938
EPS15	ENSG00000085832
FAF1	ENSG00000185104
FEZ2	ENSG00000171055
HEATR5B	ENSG00000008869
MFAP3	ENSG00000037749
NRD1	ENSG00000078618
OSBPL9	ENSG00000117859
SAP30L	ENSG00000164576
SETBP1	ENSG00000152217
SIPA1L1	ENSG00000197555
SLC25A26	ENSG00000144741
STRN	ENSG00000115808
TBX20	ENSG00000164532
TTC39A	ENSG00000085831
BANF1	ENSG00000175334
C11orf68	ENSG00000175573
CDC42EP2	ENSG00000149798
DCLK1	ENSG00000133083
DRAP1	ENSG00000175550
EFEMP2	ENSG00000172638
EIF1AD	ENSG00000175376
MUS81	ENSG00000172732
CLYBL	ENSG00000125246
MS4A3	ENSG00000149516
OSBP	ENSG00000110048
TMEM109	ENSG00000110108
CALCA	ENSG00000110680
CYP2R1	ENSG00000186104
DHCR7	ENSG00000172893
KRTAP5-8	ENSG00000241233
PDE3B	ENSG00000152270
RNF121	ENSG00000137522
KRTAP5-7	ENSG00000244411
SLC45A1	ENSG00000162426
ADPRH	ENSG00000144843
C22orf46	ENSG00000184208
CCDC134	ENSG00000100147
CENPM	ENSG00000100162
CSDC2	ENSG00000172346
MEI1	ENSG00000167077
NHP2L1	ENSG00000100138
PMM1	ENSG00000100417
POLR3H	ENSG00000100413
RBX1	ENSG00000100387
SEPT3	ENSG00000100167
SLC1A2	ENSG00000110436
SREBF2	ENSG00000198911
TCF20	ENSG00000100207
TEF	ENSG00000167074
TOB2	ENSG00000183864
WBP2NL	ENSG00000183066
XPNPEP3	ENSG00000196236
XRCC6	ENSG00000196419
CHMP4A	ENSG00000254505
CTSG	ENSG00000100448
GZMB	ENSG00000100453
GZMH	ENSG00000100450
MDP1	ENSG00000213920
BAP1	ENSG00000163930
C22orf31	ENSG00000100249
HOXC12	ENSG00000123407
HOXC13	ENSG00000123364
RASL10A	ENSG00000100276
AREG	ENSG00000109321
CXCL2	ENSG00000081041
CXCL3	ENSG00000163734
PPBP	ENSG00000163736
AIM2	ENSG00000163568
C1orf204	ENSG00000188004
CCDC19	ENSG00000213085
CD1A	ENSG00000158477
CD1C	ENSG00000158481
CD1E	ENSG00000158488
ETV3L	ENSG00000253831
FCRLA	ENSG00000132185
NHLH1	ENSG00000171786
OLFML2B	ENSG00000162745
OR10T2	ENSG00000186306
OR6K2	ENSG00000196171
OR6N1	ENSG00000197403
PBXIP1	ENSG00000163346
VSIG8	ENSG00000243284
KIAA1257	ENSG00000114656
RAB7A	ENSG00000075785
RPN1	ENSG00000163902
STXBP6	ENSG00000168952
ERG	ENSG00000157554
ITGA4	ENSG00000115232
NAALAD2	ENSG00000077616
PEX1	ENSG00000127980
ACOX1	ENSG00000161533
CDK3	ENSG00000250506
EXOC7	ENSG00000182473
FBF1	ENSG00000188878
GALR2	ENSG00000182687
GRB2	ENSG00000177885
MRPL38	ENSG00000204316
TRIM65	ENSG00000141569
UNC13D	ENSG00000092929
UNK	ENSG00000132478
WBP2	ENSG00000132471
TRIM47	ENSG00000132481
DDX1	ENSG00000079785
NBAS	ENSG00000151779
SLC35E4	ENSG00000100036
TCN2	ENSG00000185339
TUBB4A	ENSG00000104833
POLA1	ENSG00000101868
PCK1	ENSG00000124253
ZFHX4	ENSG00000091656
SSX1	ENSG00000126752
SSX2	ENSG00000241476
SLC34A2	ENSG00000157765
EPOR	ENSG00000187266
KHK	ENSG00000138030
HEXA	ENSG00000213614
HAL	ENSG00000084110
PAH	ENSG00000171759
CP	ENSG00000047457
PHF11	ENSG00000136147
IL21R	ENSG00000103522
SLC4A1	ENSG00000004939
SARDH	ENSG00000123453
NQO2	ENSG00000124588
ALG10	ENSG00000139133
KIR3DL1	ENSG00000167633
IFNG	ENSG00000111537
IL4R	ENSG00000077238
GABRA2	ENSG00000151834
RCBTB1	ENSG00000136144
TAS2R16	ENSG00000128519
NOS3	ENSG00000164867
SORL1	ENSG00000137642
MPO	ENSG00000005381
PAXIP1	ENSG00000157212
DCTN1	ENSG00000204843
NEFH	ENSG00000100285
SLC6A4	ENSG00000108576
PTGER2	ENSG00000125384
TBX21	ENSG00000073861
ADRB2	ENSG00000169252
MUC7	ENSG00000171195
SCGB3A2	ENSG00000164265
IKBKG	ENSG00000269335
SIAE	ENSG00000110013
ARL6	ENSG00000113966
TMEM67	ENSG00000164953
CCDC28B	ENSG00000160050
RAD54L	ENSG00000085999
HMMR	ENSG00000072571
PHB	ENSG00000167085
XRCC3	ENSG00000126215
CFTR	ENSG00000001626
PRKCH	ENSG00000027075
KRT18	ENSG00000111057
MEF2A	ENSG00000068305
IL6	ENSG00000136244
CYP2D6	ENSG00000100197
F9	ENSG00000101981
SUMO4	ENSG00000177688
CAPN10	ENSG00000142330
IRS1	ENSG00000169047
IRS2	ENSG00000185950
NEUROD1	ENSG00000162992
GCGR	ENSG00000215644
PLAGL1	ENSG00000118495
PDX1	ENSG00000139515
GPD2	ENSG00000115159
SCN9A	ENSG00000169432
GABRB3	ENSG00000166206
GABRD	ENSG00000187730
DRD3	ENSG00000151577
SPINK1	ENSG00000164266
KDR	ENSG00000128052
THBD	ENSG00000178726
IL10RB	ENSG00000243646
IFNAR2	ENSG00000159110
IFNL3	ENSG00000197110
BMP2	ENSG00000125845
EDN3	ENSG00000124205
CCL3	ENSG00000277632
CD209	ENSG00000090659
CCL3L1	ENSG00000277796
KCNMB1	ENSG00000145936
RETN	ENSG00000104918
GLI3	ENSG00000106571
ABCB1	ENSG00000085563
PTPN1	ENSG00000196396
COL9A2	ENSG00000049089
COL9A3	ENSG00000092758
ALAD	ENSG00000148218
TLR5	ENSG00000187554
LMNB2	ENSG00000176619
ASPN	ENSG00000106819
THBS2	ENSG00000186340
BCL10	ENSG00000142867
HMCN1	ENSG00000143341
TLR4	ENSG00000136869
TIRAP	ENSG00000150455
GYPC	ENSG00000136732
GYPA	ENSG00000170180
GYPB	ENSG00000250361
CISH	ENSG00000114737
RYR1	ENSG00000196218
PTEN	ENSG00000171862
MTTP	ENSG00000138823
KCNK18	ENSG00000186795
LIG4	ENSG00000174405
TGFBR1	ENSG00000106799
IL12RB1	ENSG00000096996
MTRR	ENSG00000124275
T	ENSG00000164458
SDC3	ENSG00000162512
AGRP	ENSG00000159723
UCP3	ENSG00000175564
ADRB3	ENSG00000188778
CARTPT	ENSG00000164326
GHRL	ENSG00000157017
UCP1	ENSG00000109424
PYY	ENSG00000131096
ME2	ENSG00000082212
COL6A1	ENSG00000142156
CALCR	ENSG00000004948
COL1A2	ENSG00000164692
COL1A1	ENSG00000108821
CTRC	ENSG00000162438
GDNF	ENSG00000168621
TMEM127	ENSG00000135956
KRT75	ENSG00000170454
XYLT2	ENSG00000015532
HMOX1	ENSG00000100292
MUC5B	ENSG00000117983
CX3CR1	ENSG00000168329
G6PD	ENSG00000160211
CD244	ENSG00000122223
PADI4	ENSG00000159339
MTHFD1	ENSG00000100714
HSD17B10	ENSG00000072506
ACADSB	ENSG00000196177
HSD3B2	ENSG00000203859
HADH	ENSG00000138796
HIBCH	ENSG00000198130
OBSL1	ENSG00000124006
OPA3	ENSG00000125741
DNAJC19	ENSG00000205981
DHH	ENSG00000139549
NR0B1	ENSG00000169297
CBX2	ENSG00000173894
LMBR1	ENSG00000105983
SLC26A2	ENSG00000155850
FGFR3	ENSG00000068078
CNGA3	ENSG00000144191
CNGB3	ENSG00000170289
PSEN1	ENSG00000080815
SLC39A4	ENSG00000147804
SF3B4	ENSG00000143368
NPR2	ENSG00000159899
MUTYH	ENSG00000132781
ADSL	ENSG00000239900
ABCD1	ENSG00000101986
PER2	ENSG00000132326
LRRC8A	ENSG00000136802
BTK	ENSG00000010671
SLC12A6	ENSG00000140199
RNASEH2B	ENSG00000136104
RNASEH2A	ENSG00000104889
SAMHD1	ENSG00000101347
CACNA1F	ENSG00000102001
GFAP	ENSG00000131095
SLC16A2	ENSG00000147100
HR	ENSG00000168453
RBM28	ENSG00000106344
ATRX	ENSG00000085224
RAG1	ENSG00000166349
FOXF1	ENSG00000103241
ASPSCR1	ENSG00000169696
PSEN2	ENSG00000143801
APP	ENSG00000142192
DLX3	ENSG00000064195
AMELX	ENSG00000125363
FAM83H	ENSG00000180921
ENAM	ENSG00000132464
KLK4	ENSG00000167749
ACY1	ENSG00000243989
ST3GAL5	ENSG00000115525
OSMR	ENSG00000145623
LYZ	ENSG00000090382
SOD1	ENSG00000142168
ALS2	ENSG00000003393
SETX	ENSG00000107290
VAPB	ENSG00000124164
AR	ENSG00000169083
NT5C3A	ENSG00000122643
RHAG	ENSG00000112077
SLC11A2	ENSG00000110911
GLRX5	ENSG00000182512
ABCB7	ENSG00000131269
ALAS2	ENSG00000158578
CDKL5	ENSG00000008086
UBE3A	ENSG00000114062
MECP2	ENSG00000169057
RSPO4	ENSG00000101282
FOXE3	ENSG00000186790
MYH11	ENSG00000133392
ACTA2	ENSG00000107796
ARG1	ENSG00000118520
DSG2	ENSG00000046604
JUP	ENSG00000173801
TMEM43	ENSG00000170876
DSP	ENSG00000096696
PKP2	ENSG00000057294
SLC2A10	ENSG00000197496
MYH3	ENSG00000109063
TPM2	ENSG00000198467
GLE1	ENSG00000119392
VIPAS39	ENSG00000151445
PRPS1	ENSG00000147224
AGA	ENSG00000038002
TTPA	ENSG00000137561
ATCAY	ENSG00000167654
APTX	ENSG00000137074
FLVCR1	ENSG00000162769
FLNB	ENSG00000136068
SPINK5	ENSG00000133710
KCNE2	ENSG00000159197
KCNA5	ENSG00000130037
ACTC1	ENSG00000159251
TLL1	ENSG00000038295
CYBB	ENSG00000165168
DIAPH3	ENSG00000139734
TSHZ1	ENSG00000179981
BBS1	ENSG00000174483
BBS10	ENSG00000179941
TRIM32	ENSG00000119401
BBS12	ENSG00000181004
MKS1	ENSG00000011143
WDPCP	ENSG00000143951
BBS4	ENSG00000140463
BBS5	ENSG00000163093
MKKS	ENSG00000125863
TTC8	ENSG00000165533
RFXAP	ENSG00000133111
GJB2	ENSG00000165474
TAZ	ENSG00000102125
KCNJ1	ENSG00000151704
CDKN1C	ENSG00000129757
H19	ENSG00000130600
UPB1	ENSG00000100024
COL6A2	ENSG00000142173
FREM1	ENSG00000164946
SLC10A2	ENSG00000125255
AKR1D1	ENSG00000122787
AMACR	ENSG00000242110
BTD	ENSG00000169814
KCNK9	ENSG00000169427
FLCN	ENSG00000154803
BCS1L	ENSG00000074582
KRAS	ENSG00000133703
ITGA2B	ENSG00000005961
ITGB3	ENSG00000259207
FOXL2	ENSG00000183770
BLM	ENSG00000197299
OPN1LW	ENSG00000102076
OPN1MW	ENSG00000268221
PHF6	ENSG00000156531
HOXA1	ENSG00000105991
RLBP1	ENSG00000140522
EMG1	ENSG00000268439
SIX1	ENSG00000126778
HOXD13	ENSG00000128714
ROR2	ENSG00000169071
PAPSS2	ENSG00000198682
RGS9	ENSG00000108370
RGS9BP	ENSG00000186326
TFAP2A	ENSG00000137203
PPM1D	ENSG00000170836
BRIP1	ENSG00000136492
AKT1	ENSG00000142208
RB1CC1	ENSG00000023287
PIK3CA	ENSG00000121879
ZNF469	ENSG00000225614
SCNN1B	ENSG00000168447
SCNN1G	ENSG00000166828
SLC52A3	ENSG00000101276
GPD1L	ENSG00000152642
KCNE3	ENSG00000175538
SCN3B	ENSG00000166257
MAOA	ENSG00000189221
MYC	ENSG00000136997
C6	ENSG00000039537
PRG4	ENSG00000116690
CLEC7A	ENSG00000172243
RASA1	ENSG00000145715
GNAQ	ENSG00000156052
SDHD	ENSG00000204370
SCN1B	ENSG00000105711
FLNA	ENSG00000196924
BRAF	ENSG00000157764
ACTN2	ENSG00000077522
NEXN	ENSG00000162614
TNNI3	ENSG00000129991
TTN	ENSG00000155657
SDHA	ENSG00000073578
DES	ENSG00000175084
SGCD	ENSG00000170624
CSRP3	ENSG00000129170
ABCC9	ENSG00000069431
TMPO	ENSG00000120802
FKTN	ENSG00000106692
CAV3	ENSG00000182533
SLC25A4	ENSG00000151729
MYL3	ENSG00000160808
MYLK2	ENSG00000101306
MYH8	ENSG00000133020
SLC25A20	ENSG00000178537
GJA8	ENSG00000121634
CRYBA1	ENSG00000108255
BFSP2	ENSG00000170819
GJA3	ENSG00000121743
CRYBB1	ENSG00000100122
FYCO1	ENSG00000163820
CRYGC	ENSG00000163254
CRYBB3	ENSG00000100053
BFSP1	ENSG00000125864
HSF4	ENSG00000102878
CRYAA	ENSG00000160202
PAX6	ENSG00000007372
AXIN1	ENSG00000103126
VANGL1	ENSG00000173218
CD59	ENSG00000085063
PHOX2B	ENSG00000109132
CA8	ENSG00000178538
VLDLR	ENSG00000147852
NOTCH3	ENSG00000074181
PDCD10	ENSG00000114209
SLC6A8	ENSG00000130821
GAMT	ENSG00000130005
GAD1	ENSG00000128683
KANK1	ENSG00000107104
CYP27A1	ENSG00000135929
CTSD	ENSG00000117984
CLN6	ENSG00000128973
MFSD8	ENSG00000164073
CLN8	ENSG00000182372
ABHD5	ENSG00000011198
HSPB1	ENSG00000106211
GDAP1	ENSG00000104381
AARS	ENSG00000090861
YARS	ENSG00000134684
PMP22	ENSG00000109099
NEFL	ENSG00000277586
MED25	ENSG00000104973
GARS	ENSG00000106105
MTMR2	ENSG00000087053
FGD4	ENSG00000139132
GJB1	ENSG00000169562
LYST	ENSG00000143669
SH3BP2	ENSG00000087266
TREX1	ENSG00000213689
NSDHL	ENSG00000147383
ABCB4	ENSG00000005471
ANKH	ENSG00000154122
GNPAT	ENSG00000116906
EBP	ENSG00000147155
ARSE	ENSG00000157399
PTH1R	ENSG00000160801
TAF15	ENSG00000270647
NKX2-1	ENSG00000136352
VPS13A	ENSG00000197969
PRPH2	ENSG00000112619
CHM	ENSG00000188419
NCF1	ENSG00000158517
CYBA	ENSG00000051523
GPSM2	ENSG00000121957
SAR1B	ENSG00000152700
DNAI1	ENSG00000122735
DNAAF2	ENSG00000165506
RSPH4A	ENSG00000111834
DNAAF1	ENSG00000154099
DNAAF3	ENSG00000167646
DNAH5	ENSG00000039139
HYDIN	ENSG00000157423
NME8	ENSG00000086288
DNAI2	ENSG00000171595
CIRH1A	ENSG00000141076
ASS1	ENSG00000130707
SLC25A13	ENSG00000004864
SATB2	ENSG00000119042
TBX22	ENSG00000122145
UBB	ENSG00000170315
RUNX2	ENSG00000124813
ERCC8	ENSG00000049167
ADCK3	ENSG00000163050
RPS6KA3	ENSG00000177189
VPS13B	ENSG00000132549
CRLF1	ENSG00000006016
MLH1	ENSG00000076242
EPCAM	ENSG00000119888
RAG2	ENSG00000175097
IL2RG	ENSG00000147168
GFM1	ENSG00000168827
MRPS16	ENSG00000182180
MRPS22	ENSG00000175110
PSAP	ENSG00000197746
NDUFS6	ENSG00000145494
PROM1	ENSG00000007062
RPGRIP1	ENSG00000092200
PITPNM3	ENSG00000091622
RIMS1	ENSG00000079841
PDE6C	ENSG00000095464
CTDP1	ENSG00000060069
PMM2	ENSG00000140650
ALG6	ENSG00000088035
ALG3	ENSG00000214160
DPM1	ENSG00000000419
ALG2	ENSG00000119523
MGAT2	ENSG00000168282
MOGS	ENSG00000115275
B4GALT1	ENSG00000086062
COG7	ENSG00000168434
SLC35A1	ENSG00000164414
COG1	ENSG00000166685
COG8	ENSG00000213380
ALG1	ENSG00000033011
ALG9	ENSG00000086848
DOLK	ENSG00000175283
FBN2	ENSG00000138829
PRRT2	ENSG00000167371
KERA	ENSG00000139330
DCN	ENSG00000011465
TACSTD2	ENSG00000184292
VSX1	ENSG00000100987
PIKFYVE	ENSG00000115020
IGBP1	ENSG00000089289
L1CAM	ENSG00000198910
SERPINA6	ENSG00000170099
H6PD	ENSG00000049239
AIFM1	ENSG00000156709
IFT122	ENSG00000163913
EFNB1	ENSG00000090776
ERF	ENSG00000105722
MSX2	ENSG00000120149
INSL3	ENSG00000248099
MNX1	ENSG00000130675
PYCR1	ENSG00000183010
CTH	ENSG00000116761
CTNS	ENSG00000040531
LAMP2	ENSG00000005893
ATP2A2	ENSG00000174437
MYO7A	ENSG00000137474
POU4F3	ENSG00000091010
ACTG1	ENSG00000184009
GRHL2	ENSG00000083307
KCNQ4	ENSG00000117013
GJB3	ENSG00000188910
DSPP	ENSG00000152591
GJB6	ENSG00000121742
CCDC50	ENSG00000152492
MYO1A	ENSG00000166866
TECTA	ENSG00000109927
COCH	ENSG00000100473
CDH23	ENSG00000107736
OTOA	ENSG00000155719
MYO15A	ENSG00000091536
