MSH	ensembl_id	lApprovedUS.EU	Phase.Latest	First.Added	NelsonStatus	symbol
Leukemia	ENSG00000105851	FALSE	Phase I Clinical Trial	2013-06-13	Absent	PIK3CG
Leukemia	ENSG00000106348	FALSE	Preclinical	2000-11-09	Unused	IMPDH1
Leukemia	ENSG00000106683	FALSE	Preclinical	2014-04-03	Absent	LIMK1
Leukemia	ENSG00000109163	FALSE	unknown	NA	Unused	GNRHR
Leukemia	ENSG00000110448	FALSE	Phase III Clinical Trial	1993-10-15	Unused	CD5
Leukemia	ENSG00000111424	FALSE	Preclinical	1995-05-15	Unused	VDR
Leukemia	ENSG00000111679	FALSE	unknown	2005-08-19	Unused	PTPN6
Leukemia	ENSG00000113070	FALSE	Phase I Clinical Trial	2004-02-04	Phase I Clinical Trial	HBEGF
Leukemia	ENSG00000115008	FALSE	unknown	2009-12-07	Absent	IL1A
Leukemia	ENSG00000115053	FALSE	unknown	2004-03-31	Absent	NCL
Leukemia	ENSG00000115758	FALSE	unknown	1994-03-15	Phase II Clinical Trial	ODC1
Leukemia	ENSG00000116478	FALSE	Phase I Clinical Trial	2001-11-05	Unused	HDAC1
Leukemia	ENSG00000118520	FALSE	Phase I Clinical Trial	2007-10-09	Phase I Clinical Trial	ARG1
Leukemia	ENSG00000120889	FALSE	unknown	2003-05-16	Unused	TNFRSF10B
Leukemia	ENSG00000120949	FALSE	Phase II Clinical Trial	2002-10-28	Phase II Clinical Trial	TNFRSF8
Leukemia	ENSG00000122025	FALSE	Preclinical	2004-11-15	Unused	FLT3
Leukemia	ENSG00000124762	FALSE	Phase I Clinical Trial	2001-11-05	Unused	CDKN1A
Leukemia	ENSG00000126934	FALSE	Phase II Clinical Trial	NA	Phase II Clinical Trial	MAP2K2
Leukemia	ENSG00000128052	FALSE	Preclinical	2005-06-27	Unused	KDR
Leukemia	ENSG00000131238	FALSE	unknown	1994-03-15	Phase II Clinical Trial	PPT1
Leukemia	ENSG00000131747	TRUE	Approved	1992-04-15	Approved	TOP2A
Leukemia	ENSG00000133895	FALSE	Preclinical	2017-01-04	Absent	MEN1
Leukemia	ENSG00000134460	FALSE	Phase I Clinical Trial	1992-04-15	Unused	IL2RA
Leukemia	ENSG00000134853	FALSE	Phase II Clinical Trial	1996-06-15	Unused	PDGFRA
Leukemia	ENSG00000135446	FALSE	Preclinical	2015-12-22	Absent	CDK4
Leukemia	ENSG00000135679	FALSE	Preclinical	NA	Absent	MDM2
Leukemia	ENSG00000136807	FALSE	Preclinical	2015-12-22	Absent	CDK9
Leukemia	ENSG00000137101	FALSE	Preclinical	2001-04-26	Unused	CD72
Leukemia	ENSG00000137193	FALSE	unknown	2006-11-29	Unused	PIM1
Leukemia	ENSG00000137752	FALSE	Preclinical	1998-07-15	Unused	CASP1
Leukemia	ENSG00000139193	FALSE	Phase I Clinical Trial	2008-11-12	Phase I Clinical Trial	CD27
Leukemia	ENSG00000141867	FALSE	Preclinical	2014-06-10	Absent	BRD4
Leukemia	ENSG00000142168	FALSE	unknown	2002-07-01	Unused	SOD1
Leukemia	ENSG00000146648	FALSE	Phase I Clinical Trial	2004-02-04	Phase I Clinical Trial	EGFR
Leukemia	ENSG00000146904	FALSE	unknown	2005-06-27	Absent	EPHA1
Leukemia	ENSG00000147099	FALSE	Preclinical	2010-08-16	Preclinical	HDAC8
Leukemia	ENSG00000148400	FALSE	unknown	2009-02-06	Phase I Clinical Trial	NOTCH1
Leukemia	ENSG00000153563	FALSE	Phase III Clinical Trial	1993-10-15	Unused	CD8A
Leukemia	ENSG00000156136	FALSE	Preclinical	2016-03-14	Absent	DCK
Leukemia	ENSG00000156508	FALSE	unknown	1994-03-15	Phase II Clinical Trial	EEF1A1
Leukemia	ENSG00000156738	FALSE	Phase II Clinical Trial	2007-08-04	Phase I Clinical Trial	MS4A1
Leukemia	ENSG00000157404	FALSE	Phase II Clinical Trial	2004-11-15	Unused	KIT
Leukemia	ENSG00000157764	FALSE	Phase I Clinical Trial	2011-11-13	Absent	BRAF
Leukemia	ENSG00000159110	FALSE	Approved	2004-07-27	Unused	IFNAR2
Leukemia	ENSG00000162434	FALSE	Preclinical	2017-07-24	Absent	JAK1
Leukemia	ENSG00000162961	FALSE	Preclinical	2017-12-04	Absent	DPY30
Leukemia	ENSG00000163517	FALSE	Preclinical	2010-08-16	Preclinical	HDAC11
Leukemia	ENSG00000163599	FALSE	unknown	1998-09-15	Unused	CTLA4
Leukemia	ENSG00000163932	FALSE	Preclinical	2004-02-11	Unused	PRKCD
Leukemia	ENSG00000164305	FALSE	Preclinical	2001-10-31	Unused	CASP3
Leukemia	ENSG00000166851	FALSE	Phase I Clinical Trial	NA	Absent	PLK1
Leukemia	ENSG00000167325	FALSE	unknown	1997-03-15	Unused	RRM1
Leukemia	ENSG00000167658	FALSE	Phase I Clinical Trial	1991-04-15	Unused	EEF2
Leukemia	ENSG00000168522	FALSE	unknown	1997-06-15	Unused	FNTA
Leukemia	ENSG00000168610	FALSE	unknown	2007-08-28	Phase I Clinical Trial	STAT3
Leukemia	ENSG00000169032	FALSE	Phase II Clinical Trial	NA	Phase II Clinical Trial	MAP2K1
Leukemia	ENSG00000169136	FALSE	Preclinical	2016-07-14	Absent	ATF5
Leukemia	ENSG00000169403	FALSE	unknown	1991-07-15	Unused	PTAFR
Leukemia	ENSG00000170430	FALSE	unknown	2000-05-03	Unused	MGMT
Leukemia	ENSG00000171552	FALSE	unknown	NA	Absent	BCL2L1
Leukemia	ENSG00000171608	FALSE	Phase I Clinical Trial	2011-09-02	Unused	PIK3CD
Leukemia	ENSG00000171720	FALSE	Preclinical	2010-08-16	Preclinical	HDAC3
Leukemia	ENSG00000171791	FALSE	Preclinical	2009-04-29	Phase I Clinical Trial	BCL2
Leukemia	ENSG00000171848	FALSE	unknown	1997-03-15	Unused	RRM2
Leukemia	ENSG00000177455	FALSE	Phase II Clinical Trial	2006-09-05	Unused	CD19
Leukemia	ENSG00000177606	FALSE	Preclinical	1994-06-15	Unused	JUN
Leukemia	ENSG00000178035	FALSE	unknown	2000-11-09	Unused	IMPDH2
Leukemia	ENSG00000178562	FALSE	Phase II Clinical Trial	2008-02-13	Phase II Clinical Trial	CD28
Leukemia	ENSG00000179295	FALSE	unknown	2005-08-19	Unused	PTPN11
Leukemia	ENSG00000182578	FALSE	unknown	2005-06-27	Absent	CSF1R
Leukemia	ENSG00000182866	FALSE	Preclinical	1998-10-15	Unused	LCK
Leukemia	ENSG00000184047	FALSE	Phase II Clinical Trial	2008-11-24	Absent	DIABLO
Leukemia	ENSG00000184937	FALSE	Preclinical	2005-08-10	Unused	WT1
Leukemia	ENSG00000185291	FALSE	Phase III Clinical Trial	1994-06-15	Unused	IL3RA
Leukemia	ENSG00000186431	FALSE	Preclinical	2008-11-03	Preclinical	FCAR
Leukemia	ENSG00000186716	FALSE	Phase II Clinical Trial	2001-10-17	Unused	BCR
Leukemia	ENSG00000188389	FALSE	Phase I Clinical Trial	2014-11-15	Absent	PDCD1
Leukemia	ENSG00000196363	FALSE	Preclinical	2017-02-23	Absent	WDR5
Leukemia	ENSG00000196396	FALSE	unknown	2005-08-19	Unused	PTPN1
Leukemia	ENSG00000196591	FALSE	Phase I Clinical Trial	2001-11-05	Unused	HDAC2
Leukemia	ENSG00000196776	FALSE	Preclinical	2014-05-27	Absent	CD47
Leukemia	ENSG00000196839	FALSE	Approved	1991-06-15	Unused	ADA
Leukemia	ENSG00000197122	FALSE	unknown	2005-06-27	Absent	SRC
Leukemia	ENSG00000197635	FALSE	unknown	2004-02-24	Unused	DPP4
Leukemia	ENSG00000198223	FALSE	Approved	1991-09-15	Unused	CSF2RA
Leukemia	ENSG00000198355	FALSE	unknown	2006-11-29	Unused	PIM3
Leukemia	ENSG00000198625	FALSE	Preclinical	NA	Absent	MDM4
Leukemia	ENSG00000198793	FALSE	Preclinical	2013-07-09	Phase II Clinical Trial	MTOR
Leukemia	ENSG00000198900	FALSE	Phase I Clinical Trial	1993-07-15	Phase I Clinical Trial	TOP1
Leukemia, Hairy Cell	ENSG00000012124	FALSE	Phase III Clinical Trial	2001-03-27	Phase I Clinical Trial	CD22
Leukemia, Hairy Cell	ENSG00000070501	TRUE	Approved	1993-07-15	Unused	POLB
Leukemia, Hairy Cell	ENSG00000101868	TRUE	Approved	1993-07-15	Unused	POLA1
Leukemia, Hairy Cell	ENSG00000126934	FALSE	Phase II Clinical Trial	NA	Absent	MAP2K2
Leukemia, Hairy Cell	ENSG00000157764	FALSE	Phase II Clinical Trial	2009-04-21	Absent	BRAF
Leukemia, Hairy Cell	ENSG00000159110	TRUE	Approved	1991-09-15	Approved	IFNAR2
Leukemia, Hairy Cell	ENSG00000167658	FALSE	Phase III Clinical Trial	2001-03-27	Phase I Clinical Trial	EEF2
Leukemia, Hairy Cell	ENSG00000169032	FALSE	Phase II Clinical Trial	NA	Absent	MAP2K1
Leukemia, Hairy Cell	ENSG00000175054	FALSE	Phase I Clinical Trial	2013-04-30	Absent	ATR
Leukemia, Hairy Cell	ENSG00000185291	FALSE	Phase I Clinical Trial	2007-03-13	Absent	IL3RA
Leukemia, Hairy Cell	ENSG00000188379	FALSE	Approved	2017-01-05	Absent	IFNA2
Leukemia, Hairy Cell	ENSG00000196839	TRUE	Approved	1991-06-15	Approved	ADA
Leukemia, Lymphoid	ENSG00000000938	FALSE	Phase I Clinical Trial	2007-10-29	Phase I Clinical Trial	FGR
Leukemia, Lymphoid	ENSG00000004468	FALSE	Phase II Clinical Trial	2005-05-13	Phase I Clinical Trial	CD38
Leukemia, Lymphoid	ENSG00000004487	FALSE	Phase I Clinical Trial	2008-07-31	Absent	KDM1A
Leukemia, Lymphoid	ENSG00000007312	FALSE	unknown	2011-02-09	Phase I Clinical Trial	CD79B
Leukemia, Lymphoid	ENSG00000010671	TRUE	Approved	2007-12-12	Phase III Clinical Trial	BTK
Leukemia, Lymphoid	ENSG00000010810	FALSE	Phase II Clinical Trial	2004-07-20	Approved	FYN
Leukemia, Lymphoid	ENSG00000012124	TRUE	Approved	1993-08-15	Phase III Clinical Trial	CD22
Leukemia, Lymphoid	ENSG00000019582	FALSE	Phase II Clinical Trial	2003-04-08	Phase II Clinical Trial	CD74
Leukemia, Lymphoid	ENSG00000026103	FALSE	Preclinical	NA	Preclinical	FAS
Leukemia, Lymphoid	ENSG00000026508	FALSE	unknown	1998-12-15	Absent	CD44
Leukemia, Lymphoid	ENSG00000037280	FALSE	unknown	2005-06-27	Phase I Clinical Trial	FLT4
Leukemia, Lymphoid	ENSG00000044524	FALSE	Phase II Clinical Trial	2004-03-23	Phase I Clinical Trial	EPHA3
Leukemia, Lymphoid	ENSG00000048462	FALSE	Phase I Clinical Trial	2012-01-25	Absent	TNFRSF17
Leukemia, Lymphoid	ENSG00000049249	FALSE	Phase I Clinical Trial	2005-11-15	Preclinical	TNFRSF9
Leukemia, Lymphoid	ENSG00000051382	FALSE	unknown	2009-05-05	Phase I Clinical Trial	PIK3CB
Leukemia, Lymphoid	ENSG00000055118	FALSE	Preclinical	NA	Absent	KCNH2
Leukemia, Lymphoid	ENSG00000066468	TRUE	Approved	2005-06-27	Approved	FGFR2
Leukemia, Lymphoid	ENSG00000068024	FALSE	Phase I Clinical Trial	2002-06-10	Absent	HDAC4
Leukemia, Lymphoid	ENSG00000068078	TRUE	Approved	2005-06-27	Approved	FGFR3
Leukemia, Lymphoid	ENSG00000069667	FALSE	Preclinical	2011-01-18	Preclinical	RORA
Leukemia, Lymphoid	ENSG00000070501	FALSE	Phase II Clinical Trial	1996-08-15	Phase II Clinical Trial	POLB
Leukemia, Lymphoid	ENSG00000072694	FALSE	Phase II Clinical Trial	2005-08-09	Unused	FCGR2B
Leukemia, Lymphoid	ENSG00000073756	FALSE	unknown	2002-03-25	Unused	PTGS2
Leukemia, Lymphoid	ENSG00000077097	FALSE	unknown	1994-06-15	Unused	TOP2B
Leukemia, Lymphoid	ENSG00000077238	FALSE	unknown	2001-02-19	Unused	IL4R
Leukemia, Lymphoid	ENSG00000077782	TRUE	Approved	2005-06-27	Approved	FGFR1
Leukemia, Lymphoid	ENSG00000078098	FALSE	unknown	2001-06-11	Unused	FAP
Leukemia, Lymphoid	ENSG00000080824	FALSE	Phase I Clinical Trial	2001-05-21	Phase II Clinical Trial	HSP90AA1
Leukemia, Lymphoid	ENSG00000082898	FALSE	Phase II Clinical Trial	2010-09-14	Phase I Clinical Trial	XPO1
Leukemia, Lymphoid	ENSG00000083312	FALSE	Phase I Clinical Trial	2005-06-27	Unused	TNPO1
Leukemia, Lymphoid	ENSG00000087586	FALSE	Phase II Clinical Trial	2003-01-24	Phase II Clinical Trial	AURKA
Leukemia, Lymphoid	ENSG00000089685	FALSE	Phase I Clinical Trial	2003-11-19	Unused	BIRC5
Leukemia, Lymphoid	ENSG00000089692	FALSE	Phase I Clinical Trial	2012-10-31	Absent	LAG3
Leukemia, Lymphoid	ENSG00000091972	FALSE	unknown	2006-06-13	Phase II Clinical Trial	CD200
Leukemia, Lymphoid	ENSG00000094631	FALSE	Phase II Clinical Trial	2003-03-06	Phase II Clinical Trial	HDAC6
Leukemia, Lymphoid	ENSG00000096968	FALSE	Phase II Clinical Trial	2003-01-24	Phase II Clinical Trial	JAK2
Leukemia, Lymphoid	ENSG00000097007	TRUE	Approved	1999-03-17	Approved	ABL1
Leukemia, Lymphoid	ENSG00000097046	FALSE	Preclinical	2017-03-15	Absent	CDC7
Leukemia, Lymphoid	ENSG00000100429	FALSE	Phase II Clinical Trial	2003-03-06	Phase II Clinical Trial	HDAC10
Leukemia, Lymphoid	ENSG00000100462	FALSE	Preclinical	NA	Preclinical	PRMT5
Leukemia, Lymphoid	ENSG00000100823	FALSE	unknown	2007-02-13	Absent	APEX1
Leukemia, Lymphoid	ENSG00000101017	FALSE	unknown	1998-07-15	Phase II Clinical Trial	CD40
Leukemia, Lymphoid	ENSG00000101336	FALSE	Phase I Clinical Trial	2007-10-29	Phase I Clinical Trial	HCK
Leukemia, Lymphoid	ENSG00000101868	TRUE	Approved	1993-08-15	Approved	POLA1
Leukemia, Lymphoid	ENSG00000101966	FALSE	unknown	1999-01-08	Phase II Clinical Trial	XIAP
Leukemia, Lymphoid	ENSG00000102096	FALSE	Preclinical	2006-11-29	Unused	PIM2
Leukemia, Lymphoid	ENSG00000102245	FALSE	Phase II Clinical Trial	2002-07-22	Unused	CD40LG
Leukemia, Lymphoid	ENSG00000102524	FALSE	Phase I Clinical Trial	2000-05-03	Phase I Clinical Trial	TNFSF13B
Leukemia, Lymphoid	ENSG00000102755	TRUE	Approved	1991-02-15	Approved	FLT1
Leukemia, Lymphoid	ENSG00000104365	FALSE	Phase I Clinical Trial	2003-04-22	Unused	IKBKB
Leukemia, Lymphoid	ENSG00000104885	FALSE	Phase I Clinical Trial	2010-12-03	Phase I Clinical Trial	DOT1L
Leukemia, Lymphoid	ENSG00000104894	FALSE	Phase II Clinical Trial	2003-12-17	Phase II Clinical Trial	CD37
Leukemia, Lymphoid	ENSG00000104921	FALSE	Phase II Clinical Trial	1995-08-15	Unused	FCER2
Leukemia, Lymphoid	ENSG00000105146	FALSE	Phase I Clinical Trial	2003-10-20	Phase I Clinical Trial	AURKC
Leukemia, Lymphoid	ENSG00000105173	FALSE	Phase I Clinical Trial	2010-12-05	Unused	CCNE1
Leukemia, Lymphoid	ENSG00000105397	FALSE	Preclinical	2015-03-19	Preclinical	TYK2
Leukemia, Lymphoid	ENSG00000105810	FALSE	unknown	1996-05-15	Unused	CDK6
Leukemia, Lymphoid	ENSG00000105835	FALSE	Phase I Clinical Trial	2003-04-22	Unused	NAMPT
Leukemia, Lymphoid	ENSG00000105851	FALSE	Phase III Clinical Trial	2003-09-05	Phase I Clinical Trial	PIK3CG
Leukemia, Lymphoid	ENSG00000106462	FALSE	Phase I Clinical Trial	2016-03-18	Absent	EZH2
Leukemia, Lymphoid	ENSG00000106633	FALSE	Preclinical	2008-06-02	Unused	GCK
Leukemia, Lymphoid	ENSG00000107562	FALSE	Phase II Clinical Trial	2007-04-10	Phase II Clinical Trial	CXCL12
Leukemia, Lymphoid	ENSG00000108424	FALSE	Phase I Clinical Trial	2005-06-27	Unused	KPNB1
Leukemia, Lymphoid	ENSG00000108443	FALSE	Phase I Clinical Trial	2005-06-27	Unused	RPS6KB1
Leukemia, Lymphoid	ENSG00000108799	FALSE	Phase I Clinical Trial	2016-03-18	Absent	EZH1
Leukemia, Lymphoid	ENSG00000109320	FALSE	Phase I Clinical Trial	1997-11-15	Unused	NFKB1
Leukemia, Lymphoid	ENSG00000110092	FALSE	Phase I Clinical Trial	2007-05-16	Unused	CCND1
Leukemia, Lymphoid	ENSG00000110448	FALSE	Preclinical	2005-08-09	Unused	CD5
Leukemia, Lymphoid	ENSG00000111424	FALSE	Phase II Clinical Trial	1995-06-15	Phase II Clinical Trial	VDR
Leukemia, Lymphoid	ENSG00000112715	FALSE	Phase III Clinical Trial	1991-02-15	Phase II Clinical Trial	VEGFA
Leukemia, Lymphoid	ENSG00000113070	FALSE	Phase I Clinical Trial	2004-02-04	Phase I Clinical Trial	HBEGF
Leukemia, Lymphoid	ENSG00000113575	FALSE	Preclinical	2014-08-21	Absent	PPP2CA
Leukemia, Lymphoid	ENSG00000113580	FALSE	Preclinical	2013-08-21	Absent	NR3C1
Leukemia, Lymphoid	ENSG00000113721	FALSE	Phase II Clinical Trial	1991-02-15	Absent	PDGFRB
Leukemia, Lymphoid	ENSG00000113851	FALSE	Phase II Clinical Trial	2011-08-26	Absent	CRBN
Leukemia, Lymphoid	ENSG00000115008	FALSE	Phase I Clinical Trial	2009-12-07	Phase I Clinical Trial	IL1A
Leukemia, Lymphoid	ENSG00000115053	FALSE	unknown	2004-03-31	Unused	NCL
Leukemia, Lymphoid	ENSG00000115419	FALSE	Phase I Clinical Trial	2013-05-02	Absent	GLS
Leukemia, Lymphoid	ENSG00000115524	FALSE	unknown	2015-11-18	Absent	SF3B1
Leukemia, Lymphoid	ENSG00000115758	FALSE	unknown	1994-03-15	Phase II Clinical Trial	ODC1
Leukemia, Lymphoid	ENSG00000116044	FALSE	unknown	2004-11-18	Unused	NFE2L2
Leukemia, Lymphoid	ENSG00000116478	FALSE	Phase II Clinical Trial	2002-06-10	Phase II Clinical Trial	HDAC1
Leukemia, Lymphoid	ENSG00000118058	FALSE	Preclinical	2015-03-13	Absent	KMT2A
Leukemia, Lymphoid	ENSG00000120156	TRUE	Approved	2006-01-19	Approved	TEK
Leukemia, Lymphoid	ENSG00000120217	FALSE	Phase II Clinical Trial	2011-04-27	Absent	CD274
Leukemia, Lymphoid	ENSG00000121858	FALSE	Phase II Clinical Trial	2009-06-03	Absent	TNFSF10
Leukemia, Lymphoid	ENSG00000121879	FALSE	Phase II Clinical Trial	1992-08-15	Phase II Clinical Trial	PIK3CA
Leukemia, Lymphoid	ENSG00000121966	FALSE	Phase II Clinical Trial	1997-10-15	Phase I Clinical Trial	CXCR4
Leukemia, Lymphoid	ENSG00000122025	TRUE	Approved	1991-02-15	Approved	FLT3
Leukemia, Lymphoid	ENSG00000123374	FALSE	Phase II Clinical Trial	1997-01-15	Phase III Clinical Trial	CDK2
Leukemia, Lymphoid	ENSG00000125726	FALSE	Phase I Clinical Trial	2007-01-22	Unused	CD70
Leukemia, Lymphoid	ENSG00000128052	FALSE	Phase II Clinical Trial	1991-02-15	Phase I Clinical Trial	KDR
Leukemia, Lymphoid	ENSG00000128602	FALSE	Phase II Clinical Trial	2006-10-19	Phase II Clinical Trial	SMO
Leukemia, Lymphoid	ENSG00000129484	FALSE	Phase I Clinical Trial	2008-09-17	Phase I Clinical Trial	PARP2
Leukemia, Lymphoid	ENSG00000130816	FALSE	Phase I Clinical Trial	NA	Unused	DNMT1
Leukemia, Lymphoid	ENSG00000131238	FALSE	unknown	1994-03-15	Phase II Clinical Trial	PPT1
Leukemia, Lymphoid	ENSG00000131747	TRUE	Approved	1991-06-15	Approved	TOP2A
Leukemia, Lymphoid	ENSG00000131981	FALSE	unknown	1997-05-15	Unused	LGALS3
Leukemia, Lymphoid	ENSG00000132510	FALSE	Preclinical	2014-10-27	Absent	KDM6B
Leukemia, Lymphoid	ENSG00000132906	FALSE	unknown	1997-05-15	Unused	CASP9
Leukemia, Lymphoid	ENSG00000133895	FALSE	Preclinical	2015-03-13	Absent	MEN1
Leukemia, Lymphoid	ENSG00000134057	FALSE	Phase II Clinical Trial	1991-02-15	Absent	CCNB1
Leukemia, Lymphoid	ENSG00000134058	FALSE	Phase I Clinical Trial	1997-01-15	Unused	CDK7
Leukemia, Lymphoid	ENSG00000134250	FALSE	Phase II Clinical Trial	2012-09-29	Absent	NOTCH2
Leukemia, Lymphoid	ENSG00000134460	FALSE	Phase I Clinical Trial	2001-03-14	Unused	IL2RA
Leukemia, Lymphoid	ENSG00000134470	FALSE	Phase II Clinical Trial	2010-10-05	Absent	IL15RA
Leukemia, Lymphoid	ENSG00000134545	FALSE	Phase II Clinical Trial	2006-11-24	Absent	KLRC1
Leukemia, Lymphoid	ENSG00000134853	TRUE	Approved	1999-03-17	Approved	PDGFRA
Leukemia, Lymphoid	ENSG00000135446	FALSE	Phase II Clinical Trial	1996-05-15	Phase II Clinical Trial	CDK4
Leukemia, Lymphoid	ENSG00000135679	FALSE	Phase I Clinical Trial	2007-11-29	Phase I Clinical Trial	MDM2
Leukemia, Lymphoid	ENSG00000136244	FALSE	Phase I Clinical Trial	NA	Phase I Clinical Trial	IL6
Leukemia, Lymphoid	ENSG00000136807	FALSE	Phase II Clinical Trial	1996-05-15	Phase III Clinical Trial	CDK9
Leukemia, Lymphoid	ENSG00000136810	FALSE	Phase I Clinical Trial	1995-01-15	Unused	TXN
Leukemia, Lymphoid	ENSG00000136997	FALSE	Phase I Clinical Trial	2012-09-20	Absent	MYC
Leukemia, Lymphoid	ENSG00000137193	FALSE	Preclinical	2006-11-29	Unused	PIM1
Leukemia, Lymphoid	ENSG00000138160	FALSE	Phase I Clinical Trial	2006-01-13	Phase I Clinical Trial	KIF11
Leukemia, Lymphoid	ENSG00000138735	FALSE	unknown	1999-01-08	Unused	PDE5A
Leukemia, Lymphoid	ENSG00000138778	FALSE	Phase I Clinical Trial	2006-02-03	Phase I Clinical Trial	CENPE
Leukemia, Lymphoid	ENSG00000138795	FALSE	Preclinical	2010-02-15	Unused	LEF1
Leukemia, Lymphoid	ENSG00000140443	FALSE	unknown	2006-01-11	Unused	IGF1R
Leukemia, Lymphoid	ENSG00000141510	FALSE	Preclinical	1996-02-23	Unused	TP53
Leukemia, Lymphoid	ENSG00000141736	FALSE	unknown	2001-05-21	Unused	ERBB2
Leukemia, Lymphoid	ENSG00000141867	FALSE	Phase I Clinical Trial	2003-09-05	Phase I Clinical Trial	BRD4
Leukemia, Lymphoid	ENSG00000142208	FALSE	Phase II Clinical Trial	1992-08-15	Phase II Clinical Trial	AKT1
Leukemia, Lymphoid	ENSG00000143384	FALSE	Phase II Clinical Trial	1997-01-15	Phase II Clinical Trial	MCL1
Leukemia, Lymphoid	ENSG00000143799	FALSE	Phase II Clinical Trial	2002-08-14	Phase I Clinical Trial	PARP1
Leukemia, Lymphoid	ENSG00000144744	FALSE	Phase I Clinical Trial	2007-04-27	Phase I Clinical Trial	UBA3
Leukemia, Lymphoid	ENSG00000145839	FALSE	Preclinical	2014-10-28	Absent	IL9
Leukemia, Lymphoid	ENSG00000146648	FALSE	Phase I Clinical Trial	2004-02-04	Phase I Clinical Trial	EGFR
Leukemia, Lymphoid	ENSG00000146904	FALSE	unknown	2005-06-27	Phase I Clinical Trial	EPHA1
Leukemia, Lymphoid	ENSG00000147099	FALSE	Phase II Clinical Trial	2003-03-06	Phase II Clinical Trial	HDAC8
Leukemia, Lymphoid	ENSG00000147168	FALSE	Preclinical	2014-10-28	Absent	IL2RG
Leukemia, Lymphoid	ENSG00000149295	FALSE	Phase II Clinical Trial	2009-06-03	Absent	DRD2
Leukemia, Lymphoid	ENSG00000149554	FALSE	Phase I Clinical Trial	2004-02-10	Phase I Clinical Trial	CHEK1
Leukemia, Lymphoid	ENSG00000151247	FALSE	Phase I Clinical Trial	2007-05-16	Absent	EIF4E
Leukemia, Lymphoid	ENSG00000154229	FALSE	Phase II Clinical Trial	1991-02-15	Absent	PRKCA
Leukemia, Lymphoid	ENSG00000156508	FALSE	unknown	1994-03-15	Phase II Clinical Trial	EEF1A1
Leukemia, Lymphoid	ENSG00000156738	TRUE	Approved	1993-09-15	Approved	MS4A1
Leukemia, Lymphoid	ENSG00000157404	TRUE	Approved	1991-02-15	Approved	KIT
Leukemia, Lymphoid	ENSG00000159110	FALSE	Preclinical	2008-12-12	Preclinical	IFNAR2
Leukemia, Lymphoid	ENSG00000159131	FALSE	Phase II Clinical Trial	1992-06-15	Unused	GART
Leukemia, Lymphoid	ENSG00000159958	FALSE	Preclinical	2006-02-27	Phase I Clinical Trial	TNFRSF13C
Leukemia, Lymphoid	ENSG00000160712	FALSE	Phase I Clinical Trial	1996-05-15	Absent	IL6R
Leukemia, Lymphoid	ENSG00000160867	TRUE	Approved	2006-01-19	Approved	FGFR4
Leukemia, Lymphoid	ENSG00000161955	FALSE	Phase I Clinical Trial	2000-05-03	Phase I Clinical Trial	TNFSF13
Leukemia, Lymphoid	ENSG00000162434	FALSE	Phase II Clinical Trial	2006-12-01	Phase II Clinical Trial	JAK1
Leukemia, Lymphoid	ENSG00000162924	FALSE	Preclinical	2015-01-30	Absent	REL
Leukemia, Lymphoid	ENSG00000163517	FALSE	unknown	NA	Phase II Clinical Trial	HDAC11
Leukemia, Lymphoid	ENSG00000164136	FALSE	Preclinical	2014-10-28	Absent	IL15
Leukemia, Lymphoid	ENSG00000164305	FALSE	Phase I Clinical Trial	2001-12-19	Phase I Clinical Trial	CASP3
Leukemia, Lymphoid	ENSG00000164362	FALSE	Preclinical	2002-06-26	Preclinical	TERT
Leukemia, Lymphoid	ENSG00000164400	FALSE	Preclinical	2009-07-01	Unused	CSF2
Leukemia, Lymphoid	ENSG00000164885	FALSE	Phase II Clinical Trial	2003-03-06	Phase III Clinical Trial	CDK5
Leukemia, Lymphoid	ENSG00000165025	FALSE	Phase II Clinical Trial	2003-10-31	Phase II Clinical Trial	SYK
Leukemia, Lymphoid	ENSG00000165304	FALSE	Phase II Clinical Trial	2013-07-03	Absent	MELK
Leukemia, Lymphoid	ENSG00000166484	FALSE	Phase I Clinical Trial	2007-07-09	Absent	MAPK7
Leukemia, Lymphoid	ENSG00000166501	FALSE	Phase II Clinical Trial	2001-07-03	Phase II Clinical Trial	PRKCB
Leukemia, Lymphoid	ENSG00000166825	FALSE	Approved	2007-03-05	Absent	ANPEP
Leukemia, Lymphoid	ENSG00000166851	FALSE	Phase II Clinical Trial	2002-05-27	Phase II Clinical Trial	PLK1
Leukemia, Lymphoid	ENSG00000167325	TRUE	Approved	1991-07-15	Approved	RRM1
Leukemia, Lymphoid	ENSG00000167601	FALSE	Preclinical	2012-05-03	Absent	AXL
Leukemia, Lymphoid	ENSG00000167658	FALSE	Phase II Clinical Trial	2001-03-27	Phase II Clinical Trial	EEF2
Leukemia, Lymphoid	ENSG00000168398	FALSE	Phase I Clinical Trial	2004-06-18	Unused	BDKRB2
Leukemia, Lymphoid	ENSG00000168522	FALSE	Phase II Clinical Trial	1997-06-15	Unused	FNTA
Leukemia, Lymphoid	ENSG00000168610	FALSE	Phase II Clinical Trial	2010-05-18	Phase I Clinical Trial	STAT3
Leukemia, Lymphoid	ENSG00000168685	FALSE	Preclinical	2011-07-13	Absent	IL7R
Leukemia, Lymphoid	ENSG00000168918	FALSE	Preclinical	2007-10-11	Unused	INPP5D
Leukemia, Lymphoid	ENSG00000169398	FALSE	unknown	NA	Absent	PTK2
